DOI,Titulo,Autores,Ano,Publicacao,Tipo,URL,Resumo
10.1145/3711129.3711385,"The Design and Implementation of Low Latency, High Speed Telemetry System",Shuang Li; Hongtao Wang; Na Ma,2024,Proceedings of the 2024 8th International Conference on Electronic Information Technology and Computer Engineering,proceedings-article,https://doi.org/10.1145/3711129.3711385,
10.1145/3696687.3696714,Explore the latency solutions of virtual reality in nostalgia sports tourism applications,Zheng Guan; Chaochin Liu; Lifang Zhang,2024,"Proceedings of the International Conference on Machine Learning, Pattern Recognition and Automation Engineering",proceedings-article,https://doi.org/10.1145/3696687.3696714,
10.1145/3806789.3810973,Hiding Service Latency: A Deterministic Asynchronous Execution Paradigm for Agent-Based Transport Simulations,Paul Heinrich; Kai Nagel,2026,Proceedings of the 40th ACM SIGSIM International Conference on Principles of Advanced Discrete Simulation,proceedings-article,https://doi.org/10.1145/3806789.3810973,
10.1145/3784833.3784883,LADAR: Low-Latency Distributed Articulation Point Detection and Mobility Recovery for FANETs,Qinglin Wang; Gaofeng Nie; Yang Tian; Hui Tian,2025,Proceedings of the 2025 11th International Conference on Communication and Information Processing,proceedings-article,https://doi.org/10.1145/3784833.3784883,
10.1145/3652892.3700784,HORSE: Ultra-low latency workloads on FaaS platforms,Djob Mvondo; Francois Taiani; Yérom-David Bromberg,2024,Proceedings of the 25th International Middleware Conference,proceedings-article,https://doi.org/10.1145/3652892.3700784,
10.1145/3578354.3592866,Latency-Aware Scheduling for Real-Time Application Support in Edge Computing,Kevin Röbert; Heiko Bornholdt; Mathias Fischer; Janick Edinger,2023,"Proceedings of the 6th International Workshop on Edge Systems, Analytics and Networking",proceedings-article,https://doi.org/10.1145/3578354.3592866,
10.1145/3636534.3697435,EximCache: Block I/O Caching Based on Latency Sensitivity from the Readahead Framework,Junhee Ryu; Jinsung An; Kyungtae Kang,2024,Proceedings of the 30th Annual International Conference on Mobile Computing and Networking,proceedings-article,https://doi.org/10.1145/3636534.3697435,
10.1145/3591235,Performal: Formal Verification of Latency Properties for Distributed Systems,Tony Nuda Zhang; Upamanyu Sharma; Manos Kapritsos,2023,Proceedings of the ACM on Programming Languages,journal-article,https://doi.org/10.1145/3591235,"Understanding and debugging the performance of distributed systems is a notoriously hard task, but a critical one. Traditional techniques like logging, tracing, and benchmarking represent a best-effort way to find performance bugs, but they either require a full deployment to be effective or can only find bugs after they manifest. Even with such techniques in place, real deployments often exhibit performance bugs that cause unwanted behavior. In this paper, we present Performal, a novel methodology that leverages the recent advances in formal verification to provide rigorous latency guarantees for real, complex distributed systems. The task is not an easy one: it requires carefully decoupling the formal proofs from the execution environment, formally defining latency properties, and proving them on real, distributed implementations. We used Performal to prove rigorous upper bounds for the latency of three applications: a distributed lock, ZooKeeper and a MultiPaxos-based State Machine Replication system. Our experimental evaluation shows that these bounds are a good proxy for the behavior of the deployed system and can be used to identify performance bugs in real-world systems."
10.1145/3695053.3731083,EOD: Enabling Low Latency GNN Inference via Near-Memory Concatenate Aggregation,Taehwan Kim; Yunki Han; Seohye Ha; Jiwan Kim; Lee-Sup Kim,2025,Proceedings of the 52nd Annual International Symposium on Computer Architecture,proceedings-article,https://doi.org/10.1145/3695053.3731083,
10.1145/3634737.3637641,ALLOSAUR: Accumulator with Low-Latency Oblivious Sublinear Anonymous credential Updates with Revocations,Samuel Jaques; Hart Montgomery; Michael Lodder,2024,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,proceedings-article,https://doi.org/10.1145/3634737.3637641,
10.1145/3757279.3788808,"A Framework for Low-Latency, LLM-Driven Multimodal Interaction on the Pepper Robot",Erich Studerus; Vivienne Jia Zhong; Stephan Vonschallen,2026,Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,proceedings-article,https://doi.org/10.1145/3757279.3788808,
10.1145/3750555.3811905,"LLMs as PDPs Within a Smart-Home Environment: Accuracy, Ambiguity, and Latency [Work in Progress Paper]",Zachary Edwards; Charles Morisset,2026,Proceedings of the 31st ACM Symposium on Access Control Models and Technologies,proceedings-article,https://doi.org/10.1145/3750555.3811905,
10.1145/3649153.3649197,HASIIL: Hardware-Assisted Scheduling to Improve IPC Latency in Linux,Tim Twardzik; Lars Nolte; Camille Jalier; Jiyuan Shi; Thomas Wild; Andreas Herkersdorf,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,proceedings-article,https://doi.org/10.1145/3649153.3649197,
10.1145/3571306.3571404,LCS : Alleviating Total Cold Start Latency in Serverless Applications with LRU Warm Container Approach,Biswajeet Sethi; Sourav Kanti Addya; Soumya K. Ghosh,2023,Proceedings of the 24th International Conference on Distributed Computing and Networking,proceedings-article,https://doi.org/10.1145/3571306.3571404,
10.1145/3713082.3730376,Tolerate It if You Cannot Reduce It: Handling Latency in Tiered Memory,Musa Unal; Vishal Gupta; Yueyang Pan; Yujie Ren; Sanidhya Kashyap,2025,Proceedings of the Workshop on Hot Topics in Operating Systems,proceedings-article,https://doi.org/10.1145/3713082.3730376,
10.1145/3606376.3593523,"A First Look at Wi-Fi 6 in Action: Throughput, Latency, Energy Efficiency, and Security",Ruofeng Liu; Nakjung Choi,2023,ACM SIGMETRICS Performance Evaluation Review,journal-article,https://doi.org/10.1145/3606376.3593523,"We present the performance measurement of Wi-Fi 6 (IEEE 802.11ax). Our experiments focus on multi-client scenarios. The results reveal the impact of the new channel access mechanisms (i.e., OFDMA and TWT) on spectrum efficiency, latency, energy consumption, and security. (i) A comparison with the legacy CSMA/CA scheme shows that the commodity Wi-Fi 6 achieves 3× overall throughput and dramatically reduces the latency (5×) when coexisting with the legacy Wi-Fi network. (ii) However, the current OFDMA implementation significantly increases the power consumption (6×), implying a design tradeoff between the gain of throughput/latency and the cost of energy consumption. We believe that our findings provide critical insights for the scheduling algorithm design, power optimization, and security protection of the next-generation WLANs. The full paper is provided in \cite10.1145/3579451."
10.1145/3662158.3662783,"TetraBFT: Reducing Latency of Unauthenticated, Responsive BFT Consensus",Qianyu Yu; Giuliano Losa; Xuechao Wang,2024,Proceedings of the 43rd ACM Symposium on Principles of Distributed Computing,proceedings-article,https://doi.org/10.1145/3662158.3662783,
10.1145/3575757.3593658,Reducing Overall Path Latency in Automotive Logical Execution Time Scheduling via Reinforcement Learning,Risheng Xu; Marvin Kühl; Hermann Von Hasseln; Dirk Nowotka,2023,The 31st International Conference on Real-Time Networks and Systems,proceedings-article,https://doi.org/10.1145/3575757.3593658,
10.1145/3789239.3793289,Ultra-low latency software (HEVC and VVC) encoding: capabilities and applications,Mauricio Alvarez-Mesa; Chi Ching Chi; Benjamin Bross,2026,Proceedings of the conference on Proceedings of the 5th Mile-High Video Conference,proceedings-article,https://doi.org/10.1145/3789239.3793289,
10.1145/3773274.3774258,A Hybrid Forecasting and Reinforcement Learning Approach for Latency-Constrained Scaling of Generative AI Systems,Yue Peng; Richard Sinnott,2025,Proceedings of the 18th IEEE/ACM International Conference on Utility and Cloud Computing,proceedings-article,https://doi.org/10.1145/3773274.3774258,
10.1145/3769102.3770626,Energy-efficient DNN Dividing Technique for Latency Optimization in Dynamic Mobile Edge Networks,Eldiyar Zhantileuov; Ali kadhum Idrees; Suhrut Rajendra Heroorkar; Rolf Schuster,2025,Proceedings of the Tenth ACM/IEEE Symposium on Edge Computing,proceedings-article,https://doi.org/10.1145/3769102.3770626,
10.1145/3737611.3776622,Beyond the Handshake: Eliminating Fallback Latency from QUIC-to-TCP Transitions,Lalan Kumar Ram; Debanjan Saha; Sandip Chakraborty; Arobinda Gupta,2026,Companion Proceedings of the 27th International Conference on Distributed Computing and Networking,proceedings-article,https://doi.org/10.1145/3737611.3776622,
10.1145/3694715.3695963,Apparate: Rethinking Early Exits to Tame Latency-Throughput Tensions in ML Serving,Yinwei Dai; Rui Pan; Anand Iyer; Kai Li; Ravi Netravali,2024,Proceedings of the ACM SIGOPS 30th Symposium on Operating Systems Principles,proceedings-article,https://doi.org/10.1145/3694715.3695963,
10.1145/3603555.3603580,Understanding the Effects of Perceived Avatar Appearance on Latency Sensitivity in Full-Body Motion-Tracked Virtual Reality,David Halbhuber; Martin Kocur; Alexander Kalus; Kevin Angermeyer; Valentin Schwind; Niels Henze,2023,Mensch und Computer 2023,proceedings-article,https://doi.org/10.1145/3603555.3603580,
10.1145/3696355.3699708,Towards a Safe and Latency-Aware Fault-tolerant Scheduling Technique for Multi-rate Task Chains,Pourya Gohari; Jeroen Voeten; Mitra Nasri,2024,Proceedings of the 32nd International Conference on Real-Time Networks and Systems,proceedings-article,https://doi.org/10.1145/3696355.3699708,
10.1145/3767295.3769351,FlexiQ: Adaptive Mixed-Precision Quantization for Latency/Accuracy Trade-Offs in Deep Neural Networks,Jaemin Kim; Hongjun Um; Sungkyun Kim; Yongjun Park; Jiwon Seo,2026,Proceedings of the 21st European Conference on Computer Systems,proceedings-article,https://doi.org/10.1145/3767295.3769351,
10.1145/3788550.3794877,ASTL: An Adaptive Serving Stack for LLMs to Balance Utilization and Tail Latency,Farhoud Jafari Kaleibar; Marin Litoiu,2026,Proceedings of the 21st International Conference on Software Engineering for Adaptive and Self-Managing Systems,proceedings-article,https://doi.org/10.1145/3788550.3794877,
10.1145/3816255,Power Switch Network Optimization Using Machine Learning for Inrush Current and Wakeup Latency Prediction,Vikram Gopalakrishnan; Vidya Chhabria,2026,ACM Transactions on Design Automation of Electronic Systems,journal-article,https://doi.org/10.1145/3816255,"Today’s large-scale designs leverage power gating to achieve low power consumption, which necessitates the design of an efficient power switch network that accounts for both inrush current and wakeup latency. Optimizing this power switch network involves striking a balance between minimizing inrush current and reducing wakeup latency. However, analyzing inrush and wakeup latency for a given network is computationally expensive, particularly for complex systems, making optimization frameworks that rely on analysis engines prohibitively slow. To address this challenge, we frame the analysis of inrush and wakeup latency as a regression problem and train machine-learning (ML) models to predict these metrics. The ML model achieves mean errors of less than 10% for inrush current prediction and for wakeup latency prediction, while providing a speedup of over 50× compared to SPICE. By leveraging an ML model, we efficiently explore the design space and identify optimized power switch network patterns that minimize both wakeup latency and inrush current."
10.1145/3798065.3798067,Perception-Aware Frame Display Scheduling for Low-Latency Cloud Gaming,Houde Qian; Rui-Xiao Zhang; Lifeng Sun,2026,Proceedings of the 36th Workshop on Network and Operating System Support for Digital Audio and Video,proceedings-article,https://doi.org/10.1145/3798065.3798067,
10.1145/3626202.3637570,Suppressing Spurious Dynamism of Dataflow Circuits via Latency and Occupancy Balancing,Jiahui Xu; Lana Josipović,2024,Proceedings of the 2024 ACM/SIGDA International Symposium on Field Programmable Gate Arrays,proceedings-article,https://doi.org/10.1145/3626202.3637570,
10.1145/3773274.3774276,Energy-Aware Latency Optimization for Scheduling Serverless Workload in Edge Computing Environment,Shrijan Subedi; Satish Kumar; Nawar Jawad; Ah Lian Kor,2025,Proceedings of the 18th IEEE/ACM International Conference on Utility and Cloud Computing,proceedings-article,https://doi.org/10.1145/3773274.3774276,
10.1145/3672202.3673740,POSTER: User-Controllable Congestion Mitigation for Low-Latency Applications,Alexis Schlomer; Adithya Abraham Philip; Justine Sherry; Zili Meng,2024,Proceedings of the ACM SIGCOMM 2024 Conference: Posters and Demos,proceedings-article,https://doi.org/10.1145/3672202.3673740,
10.1145/3605098.3635939,IoT Query Latency Enhancement by Resource-Aware Task Placement in the Fog,Fatima Abdullah; Muaz Razaq; Youyang Kim; Limei Peng; Young-Kyoon Suh; Byungchul Tak,2024,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,proceedings-article,https://doi.org/10.1145/3605098.3635939,
10.1145/3728179.3728191,ROS 2-Integrated Low-Latency Remote Force Feedback System Using FPGA-Accelerated FOC Control and Inverse Kinematics,Ludi Wang; Takeshi Ohkawa,2025,Proceedings of the 15th International Symposium on Highly Efficient Accelerators and Reconfigurable Technologies,proceedings-article,https://doi.org/10.1145/3728179.3728191,
10.1145/3669940.3707221,EDM: An Ultra-Low Latency Ethernet Fabric for Memory Disaggregation,Weigao Su; Vishal Shrivastav,2025,"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1",proceedings-article,https://doi.org/10.1145/3669940.3707221,
10.1145/3636534.3698244,"Low-Latency Task-Oriented Communications with Multi-Round, Multi-Task Deep Learning",Yalin E Sagduyu; Tugba Erpek; Aylin Yener; Sennur Ulukus,2024,Proceedings of the 30th Annual International Conference on Mobile Computing and Networking,proceedings-article,https://doi.org/10.1145/3636534.3698244,
10.1145/3772363.3799266,Waiting for GPT: Probing Interaction Patterns in High-Latency RAG Chatbots,Tobias Kothbauer; Kathrin Probst; Andreas Stöckl,2026,Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems,proceedings-article,https://doi.org/10.1145/3772363.3799266,
10.1145/3712676.3719264,Streaming Face-Off: A Testbed Analysis of Media-over-QUIC and Low-Latency DASH,Minh Nguyen; Philip Nys; Stefan Pham; Daniel Silhavy; Stefan Arbanowski; Stephan Steglich,2025,Proceedings of the 16th ACM Multimedia Systems Conference,proceedings-article,https://doi.org/10.1145/3712676.3719264,
10.1145/3772318.3791712,Effects of Small Latency Variations in 2D Target Selection Tasks,Andreas Schmid; Isabell Röhr; Martina Emmert; Niels Henze; Raphael Wimmer,2026,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,proceedings-article,https://doi.org/10.1145/3772318.3791712,
10.1145/3786688,Reducing Tail Latency in Storage-Disaggregated Database Systems,Xi Pang; Jianguo Wang,2026,Proceedings of the ACM on Management of Data,journal-article,https://doi.org/10.1145/3786688,"Storage-disaggregated databases have become the standard in the cloud due to many benefits, including improved resource utilization, reduced resource fragmentation, and the ability to independently and elastically scale compute and storage, ultimately leading to cost savings. This work focuses on OLTP databases. Examples include Amazon Aurora, Microsoft Socrates, and Neon. However, a significant limitation we have identified in storage-disaggregated databases is the long tail latency. This issue arises from the unique architecture of these databases, specifically the log-as-the-database design principle. Under this design, when a transaction is committed, only the logs are sent to the storage engine over the network to minimize data movement, while the actual pages are replayed on the storage side. Thus, certain page requests may encounter a lengthy log replay chain, which lead to long latency. In this paper, we introduce a novel technique called Replay-as-a-Service (RaaS) to address the high tail latency issue in storage-disaggregated databases. The main idea behind RaaS is to decouple the log replay logic from the storage engine and make it as an independent service. This approach provides the flexibility to utilize idle servers or even dedicated servers within the cluster to efficiently execute the log replay. To enable this, we introduce a suite of techniques and optimizations to address key technical challenges. We have implemented the RaaS technique within OpenAurora, an open-source storage-disaggregated database based on PostgreSQL. Experiments on SysBench show that RaaS reduces P95 tail latency by 40.1% and improves the overall throughput by 75.9%."
10.1145/3578338.3593523,"A First Look at Wi-Fi 6 in Action: Throughput, Latency, Energy Efficiency, and Security",Ruofeng Liu; Nakjung Choi,2023,Abstract Proceedings of the 2023 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,proceedings-article,https://doi.org/10.1145/3578338.3593523,
10.1145/3581783.3613443,TwinStar: A Practical Multi-path Transmission Framework for Ultra-Low Latency Video Delivery,Haiping Wang; Zhenhua Yu; Ruixiao Zhang; Siping Tao; Hebin Yu; Shu Shi,2023,Proceedings of the 31st ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3581783.3613443,
10.1145/3605573.3605612,DeepPower: Deep Reinforcement Learning based Power Management for Latency Critical Applications in Multi-core Systems,Jingrun Zhang; Guangba Yu; Zilong He; Liang Ai; Pengfei Chen,2023,Proceedings of the 52nd International Conference on Parallel Processing,proceedings-article,https://doi.org/10.1145/3605573.3605612,
10.1145/3805687.3806260,Compaction Size and Tail Latency in LSM-based Key-Value Stores,Giorgos Xanthakis; Antonis Katsarakis; Georgios Saloustros; Angelos Bilas,2026,Proceedings of the 6th Workshop on Challenges and Opportunities of Efficient and Performant Storage Systems,proceedings-article,https://doi.org/10.1145/3805687.3806260,
10.1145/3629527.3651841,Efficient Unsupervised Latency Culprit Ranking in Distributed Traces with GNN and Critical Path Analysis,Mahsa Panahandeh; Naser Ezzati-Jivan; Abdelwahab Hamou-Lhadj; James Miller,2024,Companion of the 15th ACM/SPEC International Conference on Performance Engineering,proceedings-article,https://doi.org/10.1145/3629527.3651841,
10.1145/3708821.3733902,SigN: SIMBox Activity Detection Through Latency Anomalies at the Cellular Edge,Anne Josiane Kouam; Aline Carneiro Viana; Philippe Martins; Cédric Adjih; Alain Tchana,2025,Proceedings of the 20th ACM Asia Conference on Computer and Communications Security,proceedings-article,https://doi.org/10.1145/3708821.3733902,
10.1145/3664647.3685514,uvgComm: Open Software for Low-Latency Multi-party Video Communication,Joni Räsänen; Heikki Tampio; Alexandre Mercat; Jarno Vanne,2024,Proceedings of the 32nd ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3664647.3685514,
10.1145/3733566.3734433,Latency-Aware Split Learning Optimization via Genetic Algorithms,Le Hoang Trung; Tan Y. Nguyen; Duy Dong Le; Thai Thinh Dang; Tran Anh Khoa,2025,Proceedings of the 6th Workshop on Intelligent Cross-Data Analysis and Retrieval,proceedings-article,https://doi.org/10.1145/3733566.3734433,
10.1145/3583762,"Symbol-Synchronous Buses: Deterministic, Low-Latency Wireless Mesh Networking with LEDs",Jonathan Oostvogels; Fan Yang; Sam Michiels; Danny Hughes,2023,Communications of the ACM,journal-article,https://doi.org/10.1145/3583762,"Latency-sensitive applications for the Internet of Things often require performance guarantees that contemporary wireless networks fail to offer. The cause of this shortcoming lies in the inherent complexity and inefficiency of networking abstractions such as routing, medium access control, and store-and-forward packet switching, which coordinate multiple nodes across a wireless network. This research highlight describes a novel networking paradigm that aims to enable a new class of latency-sensitive applications by systematically breaking these abstractions. The paradigm, referred to as a symbol-synchronous bus, has nodes that concurrently transmit optical signals and thus delivers a wireless mesh network with a performance envelope resembling that of a wired bus in terms of deterministic latency and throughput. A physical prototype, called ZERO-WIRE, confirms that symbol-synchronous buses unlock a novel end-to-end performance envelope for wireless mesh networks: our 25-node test bed achieves 19kbps of contention-agnostic goodput, latency under 1 ms for two-byte frames across four hops, jitter on the order of 10μs of (is, and a base reliability of 99%. These early results suggest a bright future for the under-explored area of optical wireless mesh networks in delivering ubiquitous connectivity through a low-complexity physical layer."
10.1145/3620678.3624787,LatenSeer,Yazhuo Zhang; Rebecca Isaacs; Yao Yue; Juncheng Yang; Lei Zhang; Ymir Vigfusson,2023,Proceedings of the 2023 ACM Symposium on Cloud Computing,proceedings-article,https://doi.org/10.1145/3620678.3624787,
10.1145/3625468.3652191,Media-over-QUIC Transport vs. Low-Latency DASH,Zafer Gurel; Tugce Erkilic Civelek; Deniz Ugur; Yigit K. Erinc; Ali C. Begen,2024,Proceedings of the ACM Multimedia Systems Conference 2024 on ZZZ,proceedings-article,https://doi.org/10.1145/3625468.3652191,
10.1145/3590140.3592851,Sora,Jianshu Liu; Qingyang Wang; Shungeng Zhang; Liting Hu; Dilma Da Silva,2023,Proceedings of the 24th International Middleware Conference on ZZZ,proceedings-article,https://doi.org/10.1145/3590140.3592851,
10.1145/3603781.3603901,Concurrent Multipath Transmission for ultra-Reliable and Low Latency with Deep Reinforcement Learning,Tan Chen; Jiahao Ai; Xin Xiong; Fuxing Tan,2023,"Proceedings of the 2023 4th International Conference on Computing, Networks and Internet of Things",proceedings-article,https://doi.org/10.1145/3603781.3603901,
10.1145/3750445,LazyLog: A New Shared Log Abstraction and Design for Modern Low-Latency Applications,Xuhao Luo; Shreesha Gopalakrishna Bhat; Jiyu Hu; Ramnatthan Alagappan; Aishwarya Ganesan,2025,ACM Transactions on Computer Systems,journal-article,https://doi.org/10.1145/3750445,"Shared logs offer linearizable total order across storage shards. However, they enforce this order eagerly upon ingestion, leading to high latencies. We observe that in many modern shared-log applications, while linearizable ordering is necessary, it is not required eagerly when ingesting data but only later when data is consumed. Further, readers are naturally decoupled in time from writers in these applications. Based on this insight, we propose LazyLog, a novel shared log abstraction. LazyLog lazily binds records (across shards) to linearizable global positions and enforces this before a log position can be read. Such lazy ordering enables low ingestion latencies. Given the time decoupling, LazyLog can establish the order well before reads arrive, minimizing overhead upon reads. We build two LazyLog systems that provide linearizable total order across shards. Our experiments show that LazyLog systems deliver significantly lower latencies than conventional, eager-ordering shared logs."
10.1145/3656019.3689612,Trimma: Trimming Metadata Storage and Latency for Hybrid Memory Systems,Yiwei Li; Boyu Tian; Mingyu Gao,2024,Proceedings of the 2024 International Conference on Parallel Architectures and Compilation Techniques,proceedings-article,https://doi.org/10.1145/3656019.3689612,
10.1145/3652988.3673965,Investigating the Impact of Multimodal Feedback on User-Perceived Latency and Immersion with LLM-Powered Embodied Conversational Agents in Virtual Reality,Morad Elfleet; Mathieu Chollet,2024,Proceedings of the ACM International Conference on Intelligent Virtual Agents,proceedings-article,https://doi.org/10.1145/3652988.3673965,
10.1145/3805621.3807612,Towards On-the-Fly Snapshot Memory Compression for Low-Latency Elastic Inference Serving Systems,Radostin Stoyanov; Viktória Spišaková; Adrian Reber; Andrei Vagin; Rodrigo Bruno,2026,Proceedings of the Sixth European Workshop on Machine Learning and Systems,proceedings-article,https://doi.org/10.1145/3805621.3807612,
10.1145/3585341.3585376,Open Standard Software Stack for Low Latency Offloading from Lightweight Devices to Remote Heterogeneous Platforms,Jan Solanti; Topi Leppänen; Pekka Jääskeläinen,2023,International Workshop on OpenCL,proceedings-article,https://doi.org/10.1145/3585341.3585376,
10.1145/3603165.3607395,Low-latency Deterministic Forwarding for Multi-modal Connection Using Time-Sensitive Networking,Weichen Zhang; Fan Dang; Xu Wang,2023,Proceedings of the ACM Turing Award Celebration Conference - China 2023,proceedings-article,https://doi.org/10.1145/3603165.3607395,
10.1145/3717511.3749287,A Latency-Optimized LLM-based Multimodal Dialogue System for Embodied Conversational Agents in VR,Konstantin W. Kühlem; Jonathan Ehret; Torsten W. Kuhlen; Andrea Bönsch,2025,Proceedings of the 25th ACM International Conference on Intelligent Virtual Agents,proceedings-article,https://doi.org/10.1145/3717511.3749287,
10.1145/3800577,Low Latency Communication of Large Data Objects by Subscriber-centric Selective Data Transfer,Nora Sperling; Rolf Ernst,2026,ACM Transactions on Cyber-Physical Systems,journal-article,https://doi.org/10.1145/3800577,"Autonomous cyber-physical systems depend on high-resolution sensors that generate multi-gigabyte-per-second data streams for accurate environmental perception and system safety. However, existing publish-subscribe middleware frameworks, such as ROS 2 with DDS, are optimized for small data objects and face significant latency and overhead challenges when handling large sensor data between distributed application nodes. Recognizing the need for more efficient data management, we propose a new companion middleware that prioritizes application-specific data relevance, enabling selective communication of critical information while reducing the burden on communication resources and maintaining interoperability with state-of-the-art publish-subscribe middleware. This companion middleware enables timely and effective sharing of sensor data by focusing on regions of interest relevant to specific tasks, such as traffic light detection in driving scenarios. Experimental evaluations of our open source implementation of this companion middleware on a Linux platform demonstrate that our protocol integrates efficiently with ROS 2, significantly enhancing data management and communication efficiency."
10.1145/3575657,Tuneman: Customizing Networks to Guarantee Application Bandwidth and Latency,Sidharth Sharma; Aniruddha Kushwaha; Mohammad Alizadeh; George Varghese; Ashwin Gumaste,2023,ACM Transactions on Internet Technology,journal-article,https://doi.org/10.1145/3575657,"We examine how to provide applications with dedicated bandwidth and guaranteed latency in a programmable mission-critical network. Unlike other SDN approaches such as B4 or SWAN, our system Tuneman optimizes both routes and packet schedules at each node to provide flows with sub-second bandwidth changes. Tuneman uses node-level optimization to compute node schedules in a slotted switch and does dynamic routing using a search procedure with Quality of Service– (QoS) based weights. This allows Tuneman to provide an efficient solution for mission-critical networks that have stringent QoS requirements. We evaluate Tuneman on a telesurgery network using a switch prototype built using FPGAs and also via simulations on India’s Tata Network. For mission-critical networks with multiple QoS levels, Tuneman has comparable or better utilization than SWAN while providing delay bounds guarantees."
10.1145/3609382.3610512,Software Defined Radio platform to evaluate processing latency of 5G NR MIMO functions,Karen Caloyannis; Anaïs Vergne; Philippe Martins,2023,"Proceedings of the 3rd ACM Workshop on 5G and Beyond Network Measurements, Modeling, and Use Cases",proceedings-article,https://doi.org/10.1145/3609382.3610512,
10.1145/3712676.3714438,LL-Sparse: Low-Latency 6-DoF Field of View Prediction,Jeremy Ouellette; Abdelhak Bentaleb,2025,Proceedings of the 16th ACM Multimedia Systems Conference,proceedings-article,https://doi.org/10.1145/3712676.3714438,
10.1145/3785666,Energy-Latency Attacks: A New Adversarial Threat to Deep Learning,Hanene F. Z. Brachemi Meftah; Wassim Hamidouche; Sid Ahmed Fezza; Olivier Deforges,2026,ACM Computing Surveys,journal-article,https://doi.org/10.1145/3785666,"The growing computational demand for deep neural networks (DNNs) has raised concerns about their energy consumption and carbon footprint, particularly as the size and complexity of the models continue to increase. To address these challenges, energy-efficient hardware and custom accelerators have become essential. Additionally, adaptable DNNs are being developed to dynamically balance performance and efficiency. The use of these strategies became more common to enable sustainable AI deployment. However, these efficiency-focused designs may also introduce vulnerabilities, as attackers can potentially exploit them to increase latency and energy usage by triggering their worst-case-performance scenarios. This new type of attack, called energy-latency attacks, has recently gained significant research attention, focusing on the vulnerability of DNNs to this emerging attack paradigm, which can trigger denial-of-service (DoS) attacks. This article provides a comprehensive overview of current research on energy-latency attacks, categorizing them using the established taxonomy for traditional adversarial attacks. We explore different metrics used to measure the success of these attacks and provide an analysis and comparison of existing attack strategies. We also analyze existing defense mechanisms and highlight current challenges and potential areas for future research in this developing field. The GitHub page for this work can be accessed at https://github.com/hbrachemi/Survey_energy_attacks/ ."
10.1145/3588195.3592998,Let It Go: Relieving Garbage Collection Pain for Latency Critical Applications in Golang,Junxian Zhao; Xiaobo Zhou; Sang-Yoon Chang; Chengzhong Xu,2023,Proceedings of the 32nd International Symposium on High-Performance Parallel and Distributed Computing,proceedings-article,https://doi.org/10.1145/3588195.3592998,
10.1145/3706628.3708844,High Throughput Low Latency Network Intrusion Detection on FPGAs: A Raw Packet Approach,Muhammad Ali Farooq; Abid Rafique; Suhaib A Fahmy; Aman Arora,2025,Proceedings of the 2025 ACM/SIGDA International Symposium on Field Programmable Gate Arrays,proceedings-article,https://doi.org/10.1145/3706628.3708844,
10.1145/3799826.3812437,Rethinking the Render-Display Pipeline to Reduce Latency in Interaction,Evan Jonson; Aaron Fulmer; Hee-Jin Choi; Hyoungsik Nam; Benjamin Watson,2026,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Emerging Technologies,proceedings-article,https://doi.org/10.1145/3799826.3812437,
10.1145/3581783.3612486,VQBA: Visual-Quality-Driven Bit Allocation for Low-Latency Point Cloud Streaming,Shuoqian Wang; Mufeng Zhu; Na Li; Mengbai Xiao; Yao Liu,2023,Proceedings of the 31st ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3581783.3612486,
10.1145/3694810.3700159,Towards Continuous Latency Monitoring through Open RAN Interfaces,Satis Kumar Permal; Yixi Chen; Xin Zhe Khooi; Biqing Qiu; Mun Choon Chan,2024,"Proceedings of the 4th ACM Workshop on 5G and Beyond Network Measurements, Modeling, and Use Cases",proceedings-article,https://doi.org/10.1145/3694810.3700159,
10.1145/3676536.3676678,On Reducing the Execution Latency of Superconducting Quantum Processors via Quantum Job Scheduling,Wenjie Wu; Yiquan Wang; Ge Yan; Yuming Zhao; Bo Zhang; Junchi Yan,2024,Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,proceedings-article,https://doi.org/10.1145/3676536.3676678,
10.1145/3649329.3656228,Reducing DRAM Latency via In-situ Temperature- and Process-Variation-Aware Timing Detection and Adaption,Yuxuan Qin; Chuxiong Lin; Mingche Lai; Zhang Luo; Shi Xu; Weifeng He,2024,Proceedings of the 61st ACM/IEEE Design Automation Conference,proceedings-article,https://doi.org/10.1145/3649329.3656228,
